Timestamp,Building,Building_Type,Energy_kWh,Temperature,Humidity,Occupancy,Holiday,Exam_Day,Weekend,Solar_Output,Equipment_Load,Carbon_Emission,Cost,Year,Month,Day,Hour,DayOfWeek,Lag_1,Lag_24,Lag_168,RollingMean_3,RollingMean_24,RollingStd_24,Hour_Sin,Hour_Cos,Day_Sin,Day_Cos,Anomaly
2025-02-03 17:00:00,AI_Lab,Lab,759.33,28.87,57.0,227,0,0,0,22.9,99,622.65,6074.63,2025,2,3,17,0,533.4,844.28,721.78,668.23,702.8333333333334,83.04154642035547,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-1
2025-02-03 22:00:00,AI_Lab,Lab,784.78,33.14,57.99,334,0,1,0,0.0,43,643.52,6278.25,2025,2,3,22,0,649.92,652.21,775.48,707.46,697.3070833333335,80.1531251108541,-0.5000000000000004,0.8660254037844384,0.0,1.0,-1
2025-02-04 19:00:00,AI_Lab,Lab,716.95,20.81,49.88,208,1,0,0,0.0,58,587.9,5735.6,2025,2,4,19,1,721.13,662.71,741.5,668.6666666666666,690.81,65.92983048534316,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-1
2025-02-04 20:00:00,AI_Lab,Lab,719.35,25.45,62.87,125,1,0,0,0.0,88,589.87,5754.8,2025,2,4,20,1,716.95,687.68,853.35,719.1433333333334,692.1295833333334,66.18091873166058,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-1
2025-02-04 22:00:00,AI_Lab,Lab,689.93,29.21,68.31,38,0,1,0,0.0,81,565.74,5519.42,2025,2,4,22,1,703.03,784.78,742.92,704.1033333333334,690.3904166666666,62.70127170745328,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-1
2025-02-07 20:00:00,AI_Lab,Lab,724.43,28.88,73.1,62,0,1,0,0.0,86,594.03,5795.42,2025,2,7,20,4,796.54,753.5,744.44,728.0033333333332,701.1933333333333,68.91087998066878,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-1
2025-02-08 14:00:00,AI_Lab,Lab,809.91,24.59,74.37,338,0,0,1,69.14,99,664.13,6479.28,2025,2,8,14,5,712.86,735.56,819.98,785.7633333333333,732.3833333333333,61.772148196040966,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-1
2025-02-08 16:00:00,AI_Lab,Lab,729.34,31.55,92.4,305,0,1,1,60.92,23,598.06,5834.75,2025,2,8,16,5,738.52,609.39,792.2,759.2566666666667,738.2624999999999,55.80555163671703,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1
2025-02-09 03:00:00,AI_Lab,Lab,746.05,29.84,61.64,163,0,1,1,0.0,87,611.76,5968.41,2025,2,9,3,6,674.03,827.21,708.76,714.1599999999999,725.4654166666666,65.5176637967508,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-1
2025-02-09 04:00:00,AI_Lab,Lab,691.16,25.09,73.36,130,1,0,1,0.0,53,566.75,5529.24,2025,2,9,4,6,746.05,798.99,782.97,703.7466666666666,720.9725,63.93458078039788,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-1
2025-02-12 00:00:00,AI_Lab,Lab,809.55,29.4,38.07,370,0,1,0,0.0,56,663.83,6476.36,2025,2,12,0,2,762.09,749.96,814.36,777.6166666666667,729.14,68.34276769089901,0.0,1.0,0.9749279121818236,-0.2225209339563143,-1
2025-02-12 11:00:00,AI_Lab,Lab,776.21,28.38,76.14,307,1,0,0,67.02,72,636.49,6209.68,2025,2,12,11,2,718.29,702.67,736.46,714.43,725.8233333333334,63.62193774413706,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,-1
2025-02-13 21:00:00,AI_Lab,Lab,748.06,30.1,67.47,225,1,0,0,0.0,77,613.41,5984.45,2025,2,13,21,3,673.58,669.97,600.94,722.0799999999999,732.0354166666666,76.83633634178265,-0.7071067811865477,0.7071067811865474,0.4338837391175582,-0.900968867902419,-1
2025-02-15 06:00:00,AI_Lab,Lab,681.8,23.51,68.54,157,1,0,1,0.0,41,559.08,5454.4,2025,2,15,6,5,611.12,827.11,736.65,636.1633333333333,713.2854166666667,82.33493056487755,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-1
2025-02-15 07:00:00,AI_Lab,Lab,860.03,31.81,44.33,324,0,0,1,40.99,91,705.22,6880.22,2025,2,15,7,5,681.8,659.23,706.85,717.65,721.6520833333334,86.69032747705897,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-1
2025-02-15 11:00:00,AI_Lab,Lab,742.04,30.52,71.07,271,0,0,1,69.71,58,608.48,5936.35,2025,2,15,11,5,755.51,692.25,824.43,773.4900000000001,723.0804166666667,85.42313979749477,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-1
2025-02-15 12:00:00,AI_Lab,Lab,605.15,31.0,63.53,85,0,1,1,37.14,50,496.23,4841.23,2025,2,15,12,5,742.04,764.09,834.52,700.9,716.4579166666667,88.22077340790219,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-1
2025-02-15 15:00:00,AI_Lab,Lab,726.22,29.28,57.68,151,1,0,1,53.13,81,595.5,5809.76,2025,2,15,15,5,736.7,720.0,738.52,699.9133333333333,716.2524999999999,88.70428626720317,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-1
2025-02-16 20:00:00,AI_Lab,Lab,749.51,23.08,46.7,242,1,0,1,0.0,40,614.6,5996.06,2025,2,16,20,6,663.88,736.24,781.02,696.17,702.28875,50.906935575360826,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-1
2025-02-17 08:00:00,AI_Lab,Lab,844.08,32.44,39.81,370,1,0,0,11.62,77,692.14,6752.62,2025,2,17,8,0,667.22,659.77,790.91,748.7233333333334,717.6687499999999,54.96664026341652,0.8660254037844387,-0.4999999999999998,0.0,1.0,-1
2025-02-17 19:00:00,AI_Lab,Lab,818.16,28.52,64.87,356,1,0,0,0.0,93,670.89,6545.28,2025,2,17,19,0,611.84,663.88,679.03,740.4699999999999,730.7437500000001,61.58267986405873,-0.9659258262890684,0.2588190451025203,0.0,1.0,-1
2025-02-18 17:00:00,AI_Lab,Lab,795.52,31.8,98.37,289,1,0,0,43.03,98,652.32,6364.14,2025,2,18,17,1,735.06,791.41,666.21,723.5933333333332,704.9895833333334,65.61751678107385,-0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,-1
2025-02-19 00:00:00,AI_Lab,Lab,862.83,27.99,73.24,369,0,0,0,0.0,96,707.52,6902.63,2025,2,19,0,2,749.19,817.73,809.55,796.8766666666667,723.1129166666668,78.30196990576424,0.0,1.0,0.9749279121818236,-0.2225209339563143,-1
2025-02-19 01:00:00,AI_Lab,Lab,819.4,17.11,54.29,390,0,0,0,0.0,85,671.91,6555.22,2025,2,19,1,2,862.83,702.16,830.54,810.4733333333334,727.9979166666667,80.56243206785919,0.2588190451025207,0.9659258262890684,0.9749279121818236,-0.2225209339563143,-1
2025-02-21 21:00:00,AI_Lab,Lab,655.25,20.75,69.07,78,0,0,0,0.0,92,537.3,5241.97,2025,2,21,21,4,792.41,666.6,830.83,763.4733333333334,706.49125,77.93229705620462,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-1
2025-02-22 00:00:00,AI_Lab,Lab,606.85,31.36,51.51,30,1,0,1,0.0,24,497.62,4854.83,2025,2,22,0,5,659.81,702.77,672.49,650.1366666666667,696.3920833333333,78.2309790177759,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-1
2025-02-22 07:00:00,AI_Lab,Lab,793.58,29.94,79.83,334,0,0,1,36.77,89,650.73,6348.6,2025,2,22,7,5,647.25,748.13,860.03,738.1766666666667,703.53625,78.87695331075452,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-1
2025-02-22 08:00:00,AI_Lab,Lab,800.01,28.12,76.37,324,0,1,1,28.02,87,656.01,6400.12,2025,2,22,8,5,793.58,604.79,625.08,746.9466666666667,711.6704166666667,78.31502912452605,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-1
2025-02-22 13:00:00,AI_Lab,Lab,799.45,26.76,56.44,250,1,0,1,13.89,82,655.55,6395.63,2025,2,22,13,5,645.36,805.94,636.82,729.5099999999999,720.815,78.37208814367531,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,-1
2025-02-22 18:00:00,AI_Lab,Lab,672.07,29.33,68.06,93,1,0,1,0.0,45,551.1,5376.57,2025,2,22,18,5,786.08,651.53,820.95,747.1866666666666,735.2795833333333,72.28293258644898,-1.0,-1.8369701987210292e-16,-0.9749279121818236,-0.2225209339563146,-1
2025-02-23 15:00:00,AI_Lab,Lab,832.71,36.0,70.01,347,1,0,1,58.23,99,682.82,6661.67,2025,2,23,15,6,672.24,598.53,761.04,745.5133333333333,738.7416666666668,55.62234534294018,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-1
2025-02-24 06:00:00,AI_Lab,Lab,832.18,25.49,53.57,360,1,0,0,0.0,67,682.39,6657.44,2025,2,24,6,0,829.31,712.87,734.87,763.7833333333333,731.5320833333332,68.33026676620396,1.0,6.123233995736766e-17,0.0,1.0,-1
2025-02-24 09:00:00,AI_Lab,Lab,703.71,36.62,55.28,21,0,0,0,61.48,98,577.04,5629.69,2025,2,24,9,0,738.22,683.46,734.71,685.0266666666666,729.4883333333333,71.90087897307977,0.7071067811865476,-0.7071067811865475,0.0,1.0,-1
2025-02-24 10:00:00,AI_Lab,Lab,745.28,29.16,57.59,272,1,1,0,55.88,50,611.13,5962.28,2025,2,24,10,0,703.71,809.53,678.31,729.07,726.8112499999999,69.96105838017266,0.4999999999999999,-0.8660254037844387,0.0,1.0,-1
2025-02-28 00:00:00,AI_Lab,Lab,751.48,33.77,53.91,147,1,0,0,0.0,91,616.21,6011.84,2025,2,28,0,4,750.0,635.47,702.77,726.93,732.0129166666667,70.90717474454641,0.0,1.0,-0.433883739117558,-0.9009688679024191,-1
2025-03-01 01:00:00,AI_Lab,Lab,828.03,20.79,52.99,308,0,0,1,0.0,95,678.98,6624.24,2025,3,1,1,5,669.27,822.42,795.43,734.8566666666666,701.8554166666667,64.55582626042884,0.2588190451025207,0.9659258262890684,-0.9749279121818236,-0.2225209339563146,-1
2025-03-01 05:00:00,AI_Lab,Lab,690.29,30.49,63.19,190,1,0,1,0.0,25,566.04,5522.29,2025,3,1,5,5,637.09,790.32,773.7,687.25,692.6979166666666,63.24047719886835,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,-1
2025-03-01 07:00:00,AI_Lab,Lab,746.73,28.55,80.3,285,0,1,1,31.46,81,612.32,5973.88,2025,3,1,7,5,826.1,675.93,793.58,754.3733333333333,704.1833333333334,67.29199575546585,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-1
2025-03-01 10:00:00,AI_Lab,Lab,712.57,31.07,75.76,284,0,1,1,44.16,52,584.31,5700.54,2025,3,1,10,5,730.56,747.24,789.19,714.3033333333333,707.1720833333334,65.66164176913985,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-1
2025-03-01 16:00:00,AI_Lab,Lab,761.69,19.57,53.38,327,1,0,1,47.33,91,624.58,6093.5,2025,3,1,16,5,662.58,625.92,783.41,712.2166666666667,713.2787500000001,59.378313806839365,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1
2025-03-02 16:00:00,AI_Lab,Lab,616.0,22.19,52.95,25,0,0,1,49.75,91,505.12,4928.01,2025,3,2,16,6,701.92,761.69,704.43,676.5,702.9900000000001,46.68933040763221,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-1
2025-03-02 22:00:00,AI_Lab,Lab,666.3,31.0,75.68,95,0,1,1,0.0,50,546.37,5330.44,2025,3,2,22,6,730.28,700.59,743.45,736.1733333333333,699.1887499999999,58.24038702634336,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-1
2025-03-03 00:00:00,AI_Lab,Lab,762.66,33.07,53.16,241,0,0,0,0.0,68,625.38,6101.25,2025,3,3,0,0,783.0,809.66,787.53,737.32,698.1120833333333,56.303027023356,0.0,1.0,0.0,1.0,-1
2025-03-03 01:00:00,AI_Lab,Lab,654.03,24.13,71.11,42,1,0,0,0.0,47,536.3,5232.24,2025,3,3,1,0,762.66,755.58,632.96,733.2299999999999,693.8808333333333,55.60798143500052,0.2588190451025207,0.9659258262890684,0.0,1.0,-1
2025-03-04 01:00:00,AI_Lab,Lab,833.07,28.02,79.24,356,1,0,0,0.0,82,683.12,6664.56,2025,3,4,1,1,785.11,654.03,662.86,787.3766666666667,720.9608333333334,62.22390865231014,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,-1
2025-03-06 02:00:00,AI_Lab,Lab,854.36,26.86,76.62,366,0,0,0,0.0,98,700.58,6834.88,2025,3,6,2,3,806.93,746.77,822.21,808.7399999999999,737.7158333333333,58.328778109927335,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,-1
2025-03-07 02:00:00,AI_Lab,Lab,645.74,23.74,73.45,53,1,0,0,0.0,45,529.51,5165.94,2025,3,7,2,4,760.74,854.36,753.36,690.36,703.5845833333333,71.3514836979988,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-1
2025-03-08 16:00:00,AI_Lab,Lab,750.35,30.01,82.88,241,1,0,1,50.16,94,615.28,6002.77,2025,3,8,16,5,648.25,672.12,761.69,660.5133333333333,711.3866666666667,81.95524742022404,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-1
2025-03-09 00:00:00,AI_Lab,Lab,692.92,23.39,63.63,184,1,0,1,0.0,31,568.2,5543.4,2025,3,9,0,6,678.37,636.5,809.66,667.4399999999999,704.6916666666666,76.02843882485624,0.0,1.0,-0.7818314824680299,0.6234898018587334,-1
2025-03-09 14:00:00,AI_Lab,Lab,789.2,30.02,51.42,334,1,0,1,32.73,66,647.14,6313.59,2025,3,9,14,6,711.88,582.94,711.58,730.8733333333333,721.13875,61.07033858503912,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-1
2025-03-10 00:00:00,AI_Lab,Lab,850.91,24.76,77.2,342,0,0,0,0.0,86,697.75,6807.27,2025,3,10,0,0,773.34,692.92,762.66,792.08,730.6333333333333,58.77058423237361,0.0,1.0,0.0,1.0,-1
2025-03-11 00:00:00,AI_Lab,Lab,868.11,26.37,63.81,392,0,0,0,0.0,94,711.85,6944.86,2025,3,11,0,1,790.3,850.91,785.11,800.5566666666667,714.5883333333333,77.32684862866576,0.0,1.0,0.7818314824680298,0.6234898018587336,-1
